strat_phrase_root,strat_flag
Palaeoproterozoic Dahongyu,Formation
Gila,Conglomerate
Denbigh Grit,Group
Dayton,Formation
Waco,mention
Dayton,mention
Mazatzal,Group
Pyrite,Limestone
Napo,Formation
Napo,mention
Upton,Formation
Wbakapohai,Sandstone
Waituti,Formation
Willsher,Group
Black Jack,Formation
Homestake,Formation
Illite Muscovite,Dolomite
Corona,mention
Rapid,Formation
R.A. Sedimentary Pyrite,Formation
Kaskapau,Formation
J.A.,Formation
Palaeoproterozoic Magaliesberg,Formation
Loftus Alum,Shale
Guanshan,Member
Huron,Shale
Ohio,mention
Label,Dolomite
Palermo,Formation
Fe-oxyhydroxide Banias,Group
Muth,Formation
Hong Ngai,Formation
Greigite,mention
Knox,Dolomite
Frutexites,Bed
Beloceras,Bed
Kellwasser,mention
Frutexites,mention
Virgin Hills,Formation
Sadler,Limestone
Mazzin,Member
Pitkin,Formation
Interlake,Group
Blue Lias,mention
Feixanguan,Formation
Feixianguan,Formation
Feixianguan,mention
Stubbins,Formation
Dead Bullock,Formation
Eyre,Formation
Namba,Formation
Tindall,Limestone
Briggs,Member
Daly River,mention
Amberoona,Formation
Karamoja,mention
Maitland,Group
Balcoracana,Formation
Walloon,Subgroup
Marker,Chert
Kangaroo Caves,mention
Corboy,Formation
Paddy Market,Formation
Soanesville,Group
Nyatygran,Formation
Castlemaine,mention
Tumblagooda,Sandstone
West Angela,Member
Tiaohu,Formation
Songhor,Formation
Soltaniyeh,Formation
Mt Eclipse,Sandstone
Mount McRae,Formation
Mopoke,Member
Kylena,Formation
Conklin,Limestone
Ripple-Marked,Sandstone
Rudeville,Limestone
Vilas,Shale
Symonds,Group
Metastable Sulfur Oxyanion,Formation
Brent,Group
Sapropel,Formation
Kimmeridge Clay,Formation
Localised Pyrite,Formation
Calcrete,mention
Ore,mention
Bonneterre,Fm
Mapple,Formation
Taleh Zang,Formation
Archer City,Formation
Nama,mention
Tarbur,Formation
Castlemaine,Group
Costerfield Siltstone,Formation
Club,mention
Lockport,Formation
Lockport,mention
Ore,Bed
Harrodsburg,Limestone
Edwardsville,Formation
Sodalite Sub,Group
Datolite Dawsonite Diopside,Dolomite
Halls Gap,mention
Big Clifty,mention
Briceburg,Formation
Shoemaker,Formation
Unuk River,Formation
Oneota,Formation
Denver,Formation
Randville,Dolomite
AGMSA,Member
Wildcat Hills,Dolomite
Lockport,Group
Guelph,Dolostone
Rochester,mention
Paleontological,Group
Switch,Sandstone
Bluff,mention
Beaverburk,Limestone
Cap Mountain,Limestone
Santa Elena,Limestone
Pen,Shale
Glen Rose,Limestone
Wedge,Sandstone
Hazel,Formation
Eagle Ford,Shale
Hueco,Limestone
Briggs,Formation
Bluff,Formation
Espy,Formation
Oakville,mention
Oakville,Sandstone
Del Rio,Formation
Salado,Limestone
Loma Plata,Limestone
Jackson,mention
Hotazel,mention
Miocene-aged Browns Park,Formation
Hanna,Formation
Wind River,Formation
Little Falls,mention
Indiana Salem,Limestone
Molas,Formation
Rosablanca,Formation
Pony Express,Limestone
Harpers,Formation
Harpers,mention
Fort Payne Chert/Floyd,Shale
Porters Creek,Formation
Cristobalite,Dolomite
Morrison,Formation
Bearpaw,Shale
Bonner,Formation
Lapidary Study,Group
MARYLAND,Member
North Vernon,Limestone
Geneva,Dolomite
Waldron,Shale
Ramp Creek,Formation
Brassfield,Limestone
Wise Lake,Formation
Dewey,Dolomite
Garber,Formation
Chimneyhill,Limestone
Arbuckle,Dolomite
Crystal Mountain,Sandstone
Arbuckle,Limestone
Arbuckle,mention
Boone,Chert
Hart,Limestone
Ludlowville,mention
Oneota,Dolomite
Ordovician-age Oneota,Dolomite
Devonian-age Little Cedar,mention
Gower,Dolomite
Maquoketa,Shale
Ordovician-age Galena,Dolomite
Jasper County,Limestone
Pinicon Ridge,mention
Mississippian-ageWarsaw,Formation
Devonianage Little Cedar,mention
Silurian-age Niagarian,Dolomite
Mississippian-age Burlington,Limestone
Clinton,Sandstone
Guernsey,Limestone
Galena,Group
Bass Islands,Dolomite
Tymochtee,mention
Detroit River,mention
Greenfield,mention
Tymochtee,Dolomite
Greenfield,Dolomite
Pennsylvania,Member
Preakness,Formation
Dixie Mountain,Group
Tourmaline,Group
Olentangy,Shale
Columbus,Limestone
Monongahela,Group
Cheltenham,Formation
Tebo,Formation
Cherokee,Conglomerate
Warsaw,Shale
Burlington,Limestone
Compton,Limestone
Keokuk,Shale
Keokuk,Formation
Excello,Shale
Spergen,Limestone
Joachim,Dolomite
Fern Glen,Shale
Vernon County Fleming,Formation
Crystal,Group
Jackfork,Sandstone
Womble,Shale
Stanley,Shale
Powell,Dolomite
Big Rock,mention
Everton,Dolomite
Srnithville,Formation
Rondout,Formation
Copper Harbor,Conglomerate
Little Falls,Dolostone
Potsdam,Sandstone
Aragonite Artinite Calcite,Dolomite
Notch,mention
Telluride,Conglomerate
Pinnacle,Formation
Underhill,Formation
Hazens Notch,Formation
Stowe,Formation
Pinney Hollow,Formation
Nassau,Formation
Waits River,Formation
Wilcox,Formation
Copper Ridge,Dolomite
Decatur,Limestone
Clayton,mention
Hardin,Sandstone
Clayton,Formation
Athens,Shale
Rome,Formation
Colorado,Shale
Idaho Springs,mention
Lamotte,Sandstone
Davis,mention
Eminence,Formation
Chinle,mention
Chinle,Formation
Warsaw,Formation
Benwood-Uniontown,Limestone
Guernsey,mention
Oriskany,Sandstone
Bacterial Pyrite,Formation
Onondaga,Limestone
Cayuga,Group
Kishenehn,Formation
Copps,mention
Smith,mention
Pine Point,Formation
Everyone,Member
Fossil Study,Group
Shakopee,Formation
Chien,mention
Galena,mention
Bonneterre,Dolomite
Leadville,Limestone
Glen Rose,Formation
Warsaw,mention
Interstate,Group
Interstate,mention
Goose Creek,Group
UL Peter,Sandstone
La Salle,mention
Plattville,Limestone
St. Louis,Limestone
Anna,Shale
Galena,Formation
St. Peter,Sandstone
Shawangunk,mention
Chloropagus,Formation
Nashoba,Formation
Supply Company,Dolostone
Clinton,Formation
General,Shale
Camp Nelson,Limestone
Laurel,Dolostone
Roubidoux,Formation
Tymochtee,Limestone
Leadville,Dolomite
Gilman,mention
Red Cliff,mention
Brazil,mention
Kezilesu,Group
Uragen,mention
Burgess,mention
Echinoid-Dominated,Bed
Uniontown,Mudstone
Road River,Group
Imperial,Formation
Mowry,Shale
Chapada,Group
Tisovnice,Formation
Ushakov,Formation
Geochemistry,Group
Yingshuiquan,Formation
Numees,mention
Helskloof,Formation
Oranjemund,mention
Coralville,Formation
Gassum,Formation
Accepted Article,mention
Witwatersrand,Formation
MOV,Fm
Monte Venere,Formation
Norphlet,Formation
Smackover,mention
Green Country,Formation
Prince Albert,Formation
Geelvloer,Group
Ramales,Formation
Yunfu Pyrite Enterprises,Group
Black,mention
Zn,mention
AMD,mention
Acid,mention
Acid,Formation
Computer Graphics Technology,Group
Vangorda,mention
Lichen Stromatolite,Formation
Kam,Group
Boom Clay,mention
Boom Clay,Formation
Diamictite Silty,Limestone
Sheepbed,Formation
Sheepbed,mention
Doushantuo,Member
Tamzergout,Formation
Oued Tidzi,Formation
Tamzergout,Fm
Yixian,Formation
Hangu,Formation
Mdaouer,Formation
Mdaouer,Fm
Rhoundjaïa,Formation
Ore,Formation
East-Kounrad,mention
Pyrite Quartz,Dolomite
Minerals,Dolomite
Bulldog,Shale
Wasatch,Fm
Neoarchaean Fortescue,Group
Li,mention
Valtorres,Formation
Olivine-spinel-pyroxene,Limestone
IV,mention
IV,Dolomite
Langyashan,Group
Kuiseb,Formation
Xinduqiao,Group
Banna,Group
Black Metasomatite Replacing,Limestone
Magmatic Ore,Formation
Uksk,Formation
Ubajara,mention
Villa Nova,Group
Martinopole,Group
Wulashan,Group
Ural,mention
Shaly,Formation
Mineral,Formation
Cockeysville,Formation
Mendon,Formation
Mapepe,mention
Iron,mention
Moddies,Group
Steep Rock,mention
Shuangxiwu,Group
Great,Group
Phosphoria,Formation
San Cayetano,Formation
Castelianos,mention
Bazhenovo,mention
Mishan,Formation
Vindhyan,mention
Semri,Group
Buntsandstein,Subgroup
Sobreiro,Formation
Daulet,Formation
Kapal,Formation
Baimbet,Formation
Volodarskoe,Formation
Ekurgenkol,Formation
Suek,Formation
Ushtobe,mention
Tadpatri,Formation
Urucum,mention
Amushan,Formation
Shanggan,Group
Rhenish,Shale
Collophane Chlorite,Chert
Seam,mention
Mut-novskaya,Formation
Ku-tYing,Group
Lucaogou,mention
Qusaiba,mention
Qusaiba,Member
Corresponding,Member
KC,Sandstone
Montney,Formation
Irohalene,Member
Marrat,Formation
Dhruma,Formation
Bulimbi,Formation
Mongwe,Formation
Hot,Shale
Kongshuhe,Formation
Wudaogou,Group
Niutitang,mention
Rajang,Group
Tukau,Formation
Bainaimiao,Group
Gila,Formation
Llamara Mat,Group
Pyrite Film,Formation
Complex,Formation
Malmesbury,Group
Quartz PIagioclase Calcite,Dolomite
Yunnan Metallurgy,Group
Fluidized,Bed
Hydrometallurgical,Group
Quartz Albite,Dolomite
Oil,Shale
Gas Technology,Group
Lava,Bed
Xinjiang,mention
Two-Dimensional Spouted,Bed
Zunyi,mention
Dolomitic,Formation
Crowsnest,Formation
Vallecito,Formation
Carpenter Brook,Formation
Contwoyto,Formation
Badger,Group
Beekmantown,Group
Pukiq Lake,Formation
Denault,Formation
Thompson Lake,Formation
Reynolds Point,Formation
Glenelg,Formation
Glenelg,mention
Minto Inlet,Formation
Gabrielse Inlet,Formation
Kilian,mention
Asitka,Group
Guyet,Formation
Alex Allan,Formation
Hornby Bay,Group
Ferroan,Dolomite
Carswell,Formation
Biogeochemistry,Group
Horton,Group
Biogeochemistry,mention
Londonderry,Formation
Fountain Lake,Group
Windsor,Group
Zongpu,Fm
Space,Group
Mexcala,Formation
Morelos,Formation
Quarried,Limestone
Madhubani,Group
Las Cabras,mention
Overload Bay,Formation
Cheshire,Formation
Cheshire,mention
Chobeni,Formation
Monticello,Member
Dolomia Principale,mention
Dammam,Formation
Piche,Group
Francevillian,mention
Cloice,Shale
Eagle Ford,Group
Navajo,Sandstone
Lacustrine Carbonate Associated,Sandstone
Spence,Mbr.
Chaomidian,Formation
Sisquoc,Formation
Ferris,Formation
Romaine,Formation
El Paso,Group
El Paso,mention
Romaine,mention
Crown Point,Formation
Genesee,Group
Geneseo,mention
Cincinnati,mention
Winnipeg,Formation
Ringwood,Member
Pal Limbla,Mbr
Limbla,mention
Areyonga,Formation
Hornerstown,Formation
HTF,Formation
Pottsville,Formation
Baiyanshao,Member
Horse Thief Springs,Fm
Siderite Anhydrite Pyrite,Dolomite
Laminated Striped,Shale
Silty,mention
Newland,Formation
Neihart,Formation
Khesen,Formation
Woodford,mention
Aşağıçiğil,Formation
Lontras,Shale
Lontras,mention
Port Nolloth,Group
Khorbusuonka,Group
Ute,Formation
Chitradurga,Group
Chitradurga,mention
Magnetite,Dolomite
Yura,Group
Condor,Shale
Soya,Formation
K-feldspar,mention
Longmaxi-Wufeng,Shale
Da'anzhai,mention
Pyrite,Dolomite
Yanchang,mention
Leederville,mention
Reservoir,Formation
Plagioclase,Dolomite
Garra,Formation
Dakhla,Fm
Lukala,Subgroup
SCIc,Member
SCIb,Member
SCII,Formation
SCIII,Formation
SCIc,Formation
SCIc,mention
Schisto-Calcaire,Group
RAV,mention
West Congo,mention
Nubia,mention
Thebes,mention
Thebes,Formation
Metlaoui,mention
Olorgesailie,Formation
Sargur,Formation
Port Willunga,Formation
New Harbour,Group
Pilushan,Formation
Windsor,mention
Barra Velha,Formation
Songliao Basin Yaojia,Formation
Kogalym,Member
Arykan,Formation
Nerakacha,Formation
Century Oils,Group
Lomoziv,Member
Mistaken Point,mention
Yampil,Member
Pilbara,Supergroup
Strelley Pool,mention
Tuanshanzi,Formation
Lalla Rookh,Sandstone
FC,Formation
Mn,mention
Mn,Dolomite
Dinantian,Group
Nûkavsaq,Formation
Douglas,Formation
June,mention
Villa Mónica,Formation
Maieberg,Fm
Kungarra,Formation
Kazput,Formation
Bubble Well,Member
Johnson Cairn,Formation
Wongawol,Formation
Kulele,Limestone
Shibantan,Member
Stromatolite Victor Bay,Fm
Billyakh,Group
Katav,Formation
Inzer,Member
Inzer,mention
Inzer,Formation
Katav,Member
Ngezi,Group
CM,mention
Strelley Pool,Fm
Kotuikan,Formation
Kotuikan,Member
Burzyan,Group
Bezymenskaya,Formation
Tagatiyá Guazú,Formation
BI,Group
Atar/El Mreïti,Group
Mreïti,Group
El Mreïti,Group
En Nesoar,mention
Touirist,Formation
Mabha,Formation
Khatt,Formation
Mississagi,Formation
Gordon Lake,Fm
Gordon Lake,Formation
Beidajian,Formation
Dengying,Fm.
Kromberg,mention
Kromberg,Formation
Allamoore,Formation
Crystal Spring,Formation
Bass,Formation
Debaca,Group
Draken,Conglomerate
Sargur,Group
Kasegalik,mention
Ikpiarjuk,Formation
Ikpiarjuk,mention
Dismal Lakes,mention
Freda,Formation
Applecross,Formation
Rozel,Conglomerate
Fréhel,Formation
Port Lazo,Formation
Somanpalli,Group
Rampur,Shale
Tiesi’ao,mention
Shahejie,Formation
Sinian Dengying,Formation
Da’anzhai,mention
Los Molles,Formation
Guanyinqiao,Bed
Daye,Formation
Meishan,mention
Meishan,Bed
Gerennavár,Formation
Jialingjiang,Formation
Wuchiaping,Formation
Chattanooga,Shale
Marcasite,Formation
Hôrka,Fm
Boat Harbour,Formation
Carrara,Formation
Watts Bight,Formation
Boat Harbour,mention
Pioche,Formation
Arzobispo,Formation
Palaeoproterozoic Vempalle,Formation
Phosphate,mention
Soltanieh,Formation
Brown,Shale
Gogo,Formation
Hongshuizhuang,Formation
Changhia,Formation
Yunghsien,Formation
Huohong,Formation
Liujiang,Formation
Tianjingshan,Formation
Ma'antang,Formation
Shuijingtuo,Fm
Yanjiahe,Formation
Chuanlinggou,Formation
Shihniulan,Formation
Biosedimentology,Group
Description,Sandstone
Betalghat,Formation
Aegirine,mention
Diorite,Limestone
Kanglang,Group
Jidanping,Formation
China Metamorphic Taihua,Group
Ningduo,Group
Lengjiaxi,Group
Lianyunshan,Group
Jinding,mention
Mount Isa,Shale
Bayan Obo,mention
GNPA,mention
GNPA,Member
Computational Geomechanics,Group
Qingxudong,Formation
Hosko,mention
Pampalo,mention
Pamplona,Member
Vazante,Group
Pinheiro,Member
Pamplona,mention
Fentou,Formation
Zhuanqiao,Fm
Indicator,Group
Ap,mention
Tarkwaian,mention
Dachang,Member
Loushanguan,Group
Rushurgent Working,Group
Masara,Formation
Matoutan,Formation
Shaquanzi,mention
Liwu,mention
Hongqiyingzi,mention
Snowdon Volcanic,Group
Gonnesa,Group
Underground Mineral,Group
Los Ranchos,Formation
Quita Sueño,mention
Bendigo,mention
Fanzhao,Formation
Hardey,Formation
Archaean Hardey,Formation
Guanghua,Formation
Kızılkaya,Formation
Tianshuihai,mention
Wallaroo,Group
Gutongjing,Group
Kraaipan,mention
Yampi,Sandstone
Saihan,Formation
Erlian,Formation
Shuixigou,Group
Shimaoshan,Formation
Tuff,Sandstone
Ballysteen,Formation
Lianyunshan,mention
Wululong,Formation
Metamorphic Alum,Shale
Heshan,mention
Cansi,Formation
Belt,mention
Banxi,Group
Yunkai,Group
Marcona,mention
Marcona,Formation
Grande,Formation
Irendyck,Formation
Irendyk,Formation
Bereznyakovskoe,mention
Bereznyakovskoe,Formation
Biksizak,Formation
Biksizak,mention
Sarvak,Formation
Sokolov,mention
Kachar,mention
Gandun,mention
Kodar,Group
Penglai,mention
Zechstein,Limestone
Stenian-Tonian Mbuji-Mayi,Supergroup
BIIb,mention
BIIc,mention
BII,mention
Kalus,Bed
Fika,Formation
Shiqianfeng,mention
Longtan,mention
Base,mention
Base,Formation
CdB,mention
Shanxi,Shale
Shimengou,Formation
Broadford Beds,Formation
Bitter Springs,Group
Loves Creek,Formation
Wallara,Formation
Bowland,mention
Bowland,Shale
Qingshankou,mention
Arthropod,Shale
Duwi,Fm
Niubao,Formation
Cabaços,Fm
Second White Specks,Formation
Jet Rock,Member
Belait,Formation
Gordondale,Member
Doig,Fm
Jeffers,Group
Tianhu,Group
Werfen,Fm
ENE-WSW-trending Servino,Fm
Servino,Fm.
Joaquim,Formation
Esqueda,mention
Rio Blanco,mention
Gandarela,Formation
Barreiro,Formation
Serra Alta,mention
Dwyka,Group
Pimienta,Formation
Cubencranquem,Formation
Muwaqqar,Formation
Greigite,Formation
Rachmat,Formation
Sirte,Formation
Kheir,Formation
Quartz Clays Calcite,Dolomite
Fort Payne,Formation
Fort Payne,mention
Laurel,Formation
Zhiluo,Formation
Lokpanta,mention
Liwu,Group
Introduction,Shale
Shaquanzi,Formation
Tunas,Formation
Antrim,Shale
Neoarchaean Jiaodong,Group
Wallal,Sandstone
Sulphur Mountain,mention
New Albany,mention
Ediacaran-age Doushantuo,Formation
Ohio,Shale
Transvaal,mention
Rooihoogte,Formation
Shuram,mention
Oxford Clay,Formation
Duck Creek,Formation
Weeli Wolli,Formation
Bridger,mention
Elko,Formation
Elko,mention
Maotianshan,Shale
Hergenrath,Member
OreBearing Częstochowa Clay,Formation
Ore-Bearing Częstochowa Clay,Formation
Malgin,Formation
Tsipanda,Formation
Linok,Formation
Sinyaya,Formation
Neryuen,Formation
Hanadir,Member
Cretaceous-age Pierre,Shale
Mesoarchaean Pongola,Supergroup
Parahio,mention
Hetaoping,Formation
Hetaoping,mention
Nega,Formation
Dianzhong,Formation
Luobadui,Formation
Laigu,Formation
Kuikkalampi,Formation
Beikuanhe,Fm
Black Flysch,Group
Evergreen,mention
Abu Roash,mention
Hamajing,Member
Yanjiahe,Fm
Doushantuo,Fm
Guanling,Formation
Manorkill,Formation
Feixiangian,Formation
Qiuwu,Formation
Pestsovaya,Formation
Georgiev,Formation
Las Chacritas,Formation
Bireno,Member
Khoman,Formation
Diaowangshan,Formation
Las Aguaditas,Formation
Tragacete,Formation
Piasa,mention
Jiumenchong,Formation
Kawabuleke,Group
Kawabulake,Group
Ma-old Transvaal,Supergroup
Utrillas,Formation
Carrancas,Formation
Pearson,mention
Langyashan,Formation
Qiulitage,Group
Banxi,mention
TOCrich,Member
Qingshankou,Member
Warsaw Space,Group
Space,mention
Operation Space,Group
Gillespie Lake,Member
Nama,Supergroup
St. George,Group
Abenab,Subgroup
Travenanzes,Formation
Sinqueni,Formation
Gauss,Formation
Auros,Formation
Gauss,mention
Ghaub,mention
Auros,mention
Francevillian,Group
FB,Formation
Moss Back,Member
Gros Ventre,Formation
Tallahatta,Formation
Lisbon,Formation
Possible Prebiotic,Formation
Bulawayan,mention
Eleonore Bay,Group
Klitdal,mention
McMurray,Formation
Dhanapa,Dolomite
Kungara,Formation
Meteorite Bore,Member
Ma-old Gaoyuzhuang,Formation
Xunjiansi,Formation
Tregiovo,mention
Hetang,mention
Vanadium Toyora,Group
Toyora,mention
Nishinakayama,Formation
Hangenberg Black,Shale
Bayan Obo,Group
Shemshak,Formation
Gejiu,mention
Nick,mention
Cerro Empexa,Formation
Thelon,Formation
Pucará,Group
Chambará,Formation
Condorsinga,Formation
TSR,mention
Lithofacies Lithology Grading,Bed
Alu,mention
Bari,Formation
Macumber,Formation
Anhydrite Pyrite,Shale
Dalan,mention
Tanjong,Formation
Samples Quartz Calcite,Dolomite
Pyrite Chalcopyrite Molybdenite,Dolomite
Wakkanai,Formation
Longjiang,Formation
Longjiang,Fm
Heilongjiang,mention
Xishanyao,Formation
Liujiang,Group
Yejiawan,Formation
Location Calcite,Dolomite
Australian,Shale
Yunfu Guangye Pyrite,Group
Hongliuyuan,Formation
Danan,Fm
HLY,mention
Huanglong,Fm.
Li Shangsi,Fm.
Huili,Group
Jinbaoshan,mention
Ta Khoa,Formation
Dahalajunshan,Formation
Evie,Shale
Muskwa,Shale
Dipeta,mention
Safa,Formation
Test Ankerite Siderite,Dolomite
Songkan,Formation
Alacaağzı,Formation
Karadon,Fm
Karadon,Formation
Roseneath,mention
Murteree,mention
Bhagwanpura,Limestone
Nimbahera,Limestone
Tirohan,Limestone
Rohtas,Limestone
Bhander,Limestone
Shanxi,Formation
Baizhiyan,Formation
II III IV,Limestone
Nanisivik,mention
Waterville,Formation
Sedimentary,mention
Decorah,Formation
Velhas,mention
Culm,Group
Waterberg,mention
Ferrihydrite,Dolomite
Liulaobei,Formation
OD,mention
Insuzi,Group
River Wakefield,Subgroup
Rhynie,Chert
Chichkan,Formation
Fig Tree,Formation
Haynesville,Shale
Wolfcamp,Shale
Dalradian,Supergroup
Dalradian,mention
Easdale,Subgroup
Easdale,mention
Goldenville,Formation
Talacasto,Formation
Clay,Formation
Bedford,Shale
Bellevue,mention
Cheney,mention
Conclusions,Limestone
Azores,mention
Liujiaping,mention
Tuanshanzi,Fm.
Xiamaling,mention
Norretorp,Member
Gaojiabian,Formation
Xiangshan,Group
Saint John,Group
King Square,Formation
Chesney,mention
Cobar,mention
Kelimoli,Formation
Joe,Group
Tarcoola,Formation
Lycosa,Formation
Khesen,mention
DISCUSSION,Formation
Sedimentary Pyrite,Formation
Sample Parameter Coal,Limestone
Quartz K-feldspar Plagioclase,Dolomite
Cement,Sandstone
Owen,Group
Yan-Chang,mention
Fuxian,mention
North Lyell,mention
Copper,mention
Montney,mention
Stambaugh,Formation
Paint River,Group
Pretty Hill,Formation
Bancs Jumeaux,Fm
BIF,mention
Legend,Conglomerate
Kimmeridge Clay,Fm
Bancs Jumeaux,mention
Châtillon,mention
Bancs Jumeaux,Fm.
Terres Noires,Fm.
Châtillon,Fm
Revin,Group
Eutaw,Formation
Hearne,Formation
Central Rand,Group
Mosher Carbonate,Formation
GHANNADPOUR,Group
Beds,mention
Calcite Muscovite Rutile,Dolomite
Dinnyés,Dolomite
Gerennavár,Limestone
Yellice,Limestone
Dom Silvério,Group
Green Head,Group
Darbasatash,Group
Kahar,Formation
Egan,Formation
Calcite Chalcopyrite Columbite,Dolomite
Delhi,mention
Greensand,Group
Schwaz,mention
Turner Mine,Shale
Vegamián,Formation
Vegamián,mention
Masajid,Formation
Blocher,mention
Morgan Trail,Member
Clegg Creek,Member
Woodford,Formation
Woodford,Shale
Choseon,Supergroup
Furulund,Group
Metamorphic Studies,Group
Oued Imihrou,Fm
Malmani,mention
Lalun,mention
Crudine,Group
Argyll,Group
Bonahaven,Dolomite
Himalia Ridge,Formation
Creede,Formation
Morelands,Formation
Eugene,Formation
Elliot Lake,mention
Sandine Biotite Quartz,Dolomite
Gippervare,Formation
Brockman Iron,Formation
Jew,Limestone
Delaney Dome,Formation
Grey,Limestone
Galena Baryte,Dolomite
Magnesian,Limestone
Roan,Group
Daisy,Bed
Russian Tulomozerskaya,Formation
Papaghani,Group
Tuokesalei,Fm
Ashele,Formation
